127.0.0.1 - - [15/Sep/2016:09:51:07 +0800] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:13:27 +0800] "GET /project/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:13:27 +0800] "GET /project/js/bootstrap-select.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:13:27 +0800] "GET /project/js/bootstrap-switch.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:13:27 +0800] "GET /project/js/flatui-checkbox.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:13:27 +0800] "GET /project/js/flatui-radio.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:13:27 +0800] "GET /project/js/jquery.tagsinput.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:13:27 +0800] "GET /project/js/jquery.placeholder.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:13:27 +0800] "GET /project/js/jquery.nivo.slider.pack.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:13:27 +0800] "GET /project/js/application.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:13:27 +0800] "GET /project/images/searchIcon.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:13:27 +0800] "GET /project/js/over.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:13:27 +0800] "GET /project/images/brush.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:13:28 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:14:01 +0800] "POST /project/Task?action=arrange HTTP/1.1" 200 7897
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:14:02 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:14:07 +0800] "POST /project/Task?action=arrange HTTP/1.1" 200 8454
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:14:08 +0800] "GET /project/css/myStyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:14:08 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:14:11 +0800] "POST /project/Task?action=deleteArr HTTP/1.1" 500 1556
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:16:07 +0800] "POST /project/Task?action=deleteArr HTTP/1.1" 500 1556
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:16:12 +0800] "GET /project/css/myStyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:16:12 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:16:15 +0800] "POST /project/Task?action=deleteArr HTTP/1.1" 500 1556
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:16:19 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:16:21 +0800] "POST /project/Task?action=arrange HTTP/1.1" 200 9038
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:16:22 +0800] "GET /project/bootstrap/css/bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:16:22 +0800] "GET /project/css/flat-ui.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:16:22 +0800] "GET /project/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:16:22 +0800] "GET /project/css/style.complete.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:16:22 +0800] "GET /project/css/myStyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:16:22 +0800] "GET /project/images/hexagon.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:16:22 +0800] "GET /project/js/jquery-ui-1.10.3.custom.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:16:22 +0800] "GET /project/js/jquery.ui.touch-punch.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:16:22 +0800] "GET /project/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:16:22 +0800] "GET /project/js/jquery-1.8.3.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:16:22 +0800] "GET /project/js/bootstrap-select.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:16:22 +0800] "GET /project/js/bootstrap-switch.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:16:22 +0800] "GET /project/js/flatui-radio.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:16:22 +0800] "GET /project/js/flatui-checkbox.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:16:22 +0800] "GET /project/js/jquery.nivo.slider.pack.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:16:22 +0800] "GET /project/js/jquery.tagsinput.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:16:22 +0800] "GET /project/js/jquery.placeholder.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:16:22 +0800] "GET /project/js/application.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:16:22 +0800] "GET /project/js/over.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:16:22 +0800] "GET /project/images/brush.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:16:22 +0800] "GET /project/images/searchIcon.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:16:22 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:16:25 +0800] "POST /project/Task?action=deleteArr HTTP/1.1" 200 8485
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:16:25 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:16:29 +0800] "POST /project/Task?action=listTask HTTP/1.1" 200 8748
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:16:29 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:16:47 +0800] "POST /project/Task?action=add HTTP/1.1" 500 1697
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:16:52 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:16:56 +0800] "POST /project/Task?action=add HTTP/1.1" 200 7360
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:16:57 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:17:03 +0800] "POST /project/Task?action=arrange HTTP/1.1" 200 7912
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:17:04 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:17:05 +0800] "POST /project/Task?action=listTask HTTP/1.1" 200 9221
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:17:06 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:17:09 +0800] "POST /project/Task?action=Gantt HTTP/1.1" 200 11832
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:17:09 +0800] "GET /project/css/Gstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:17:10 +0800] "GET /project/js/jquery.cookie.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:17:10 +0800] "GET /project/js/jquery.fn.gantt.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:17:10 +0800] "GET /project/js/prettify.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:17:10 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:17:11 +0800] "GET /project/images/grid.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:17:11 +0800] "GET /project/images/icon_sprite.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:17:11 +0800] "GET /project/images/slider_handle.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:19:04 +0800] "POST /project/Task?action=Gantt HTTP/1.1" 200 11980
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:19:04 +0800] "GET /project/bootstrap/css/bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:19:04 +0800] "GET /project/css/myStyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:19:04 +0800] "GET /project/js/jquery-1.8.3.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:19:04 +0800] "GET /project/css/flat-ui.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:19:04 +0800] "GET /project/css/Gstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:19:04 +0800] "GET /project/js/jquery-ui-1.10.3.custom.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:19:04 +0800] "GET /project/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:19:04 +0800] "GET /project/js/jquery.ui.touch-punch.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:19:04 +0800] "GET /project/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:19:04 +0800] "GET /project/js/bootstrap-select.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:19:04 +0800] "GET /project/css/style.complete.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:19:04 +0800] "GET /project/js/bootstrap-switch.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:19:04 +0800] "GET /project/js/flatui-checkbox.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:19:04 +0800] "GET /project/js/flatui-radio.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:19:04 +0800] "GET /project/js/jquery.placeholder.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:19:04 +0800] "GET /project/js/jquery.nivo.slider.pack.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:19:04 +0800] "GET /project/js/application.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:19:04 +0800] "GET /project/js/jquery.tagsinput.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:19:04 +0800] "GET /project/js/jquery.cookie.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:19:04 +0800] "GET /project/js/over.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:19:04 +0800] "GET /project/js/jquery.fn.gantt.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:19:04 +0800] "GET /project/js/prettify.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:19:04 +0800] "GET /project/images/brush.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:19:04 +0800] "GET /project/images/hexagon.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:19:04 +0800] "GET /project/images/searchIcon.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:19:05 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:19:28 +0800] "POST /project/Task?action=edit HTTP/1.1" 500 1556
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:19:55 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:26:26 +0800] "POST /project/Task?action=Gantt HTTP/1.1" 200 12242
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:26:27 +0800] "GET /project/bootstrap/css/bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:26:27 +0800] "GET /project/css/flat-ui.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:26:27 +0800] "GET /project/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:26:27 +0800] "GET /project/css/style.complete.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:26:27 +0800] "GET /project/js/jquery-ui-1.10.3.custom.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:26:27 +0800] "GET /project/js/jquery-1.8.3.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:26:27 +0800] "GET /project/js/jquery.ui.touch-punch.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:26:27 +0800] "GET /project/js/bootstrap-select.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:26:27 +0800] "GET /project/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:26:27 +0800] "GET /project/js/bootstrap-switch.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:26:27 +0800] "GET /project/js/flatui-checkbox.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:26:27 +0800] "GET /project/css/Gstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:26:27 +0800] "GET /project/js/flatui-radio.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:26:27 +0800] "GET /project/js/jquery.placeholder.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:26:27 +0800] "GET /project/js/jquery.tagsinput.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:26:27 +0800] "GET /project/css/myStyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:26:27 +0800] "GET /project/js/jquery.nivo.slider.pack.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:26:27 +0800] "GET /project/js/application.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:26:27 +0800] "GET /project/js/over.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:26:27 +0800] "GET /project/js/jquery.cookie.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:26:27 +0800] "GET /project/js/jquery.fn.gantt.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:26:27 +0800] "GET /project/js/prettify.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:26:27 +0800] "GET /project/images/brush.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:26:27 +0800] "GET /project/images/searchIcon.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:26:27 +0800] "GET /project/images/hexagon.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:26:27 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:26:30 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:26:48 +0800] "POST /project/Task?action=Gantt HTTP/1.1" 200 12242
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:26:49 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:26:55 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:26:57 +0800] "POST /project/Task?action=add HTTP/1.1" 200 7360
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:26:57 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:27:02 +0800] "POST /project/Task?action=arrange HTTP/1.1" 200 7911
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:27:03 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:27:05 +0800] "POST /project/Task?action=listTask HTTP/1.1" 200 9709
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:27:06 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:27:11 +0800] "POST /project/Task?action=Gantt HTTP/1.1" 200 12840
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:27:12 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:27:27 +0800] "POST /project/Task?action=edit HTTP/1.1" 500 1556
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:42:33 +0800] "POST /project/Task?action=edit HTTP/1.1" 500 1556
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:42:39 +0800] "GET /project/css/myStyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:42:41 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:42:46 +0800] "POST /project/Task?action=Gantt HTTP/1.1" 200 12848
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:42:46 +0800] "GET /project/bootstrap/css/bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:42:46 +0800] "GET /project/css/flat-ui.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:42:46 +0800] "GET /project/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:42:46 +0800] "GET /project/css/style.complete.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:42:46 +0800] "GET /project/css/myStyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:42:46 +0800] "GET /project/css/Gstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:42:46 +0800] "GET /project/js/jquery-1.8.3.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:42:46 +0800] "GET /project/js/jquery-ui-1.10.3.custom.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:42:46 +0800] "GET /project/js/jquery.ui.touch-punch.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:42:46 +0800] "GET /project/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:42:46 +0800] "GET /project/js/bootstrap-select.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:42:46 +0800] "GET /project/js/flatui-checkbox.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:42:46 +0800] "GET /project/js/bootstrap-switch.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:42:46 +0800] "GET /project/js/flatui-radio.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:42:46 +0800] "GET /project/js/jquery.tagsinput.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:42:46 +0800] "GET /project/js/jquery.placeholder.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:42:46 +0800] "GET /project/js/over.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:42:46 +0800] "GET /project/js/jquery.nivo.slider.pack.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:42:46 +0800] "GET /project/js/application.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:42:46 +0800] "GET /project/js/jquery.fn.gantt.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:42:46 +0800] "GET /project/js/prettify.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:42:46 +0800] "GET /project/js/jquery.cookie.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:42:46 +0800] "GET /project/images/brush.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:42:46 +0800] "GET /project/images/searchIcon.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:42:46 +0800] "GET /project/images/hexagon.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:42:46 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:42:49 +0800] "POST /project/Task?action=toEdit HTTP/1.1" 200 5650
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:42:50 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:53:27 +0800] "GET /project/css/myStyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:53:28 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:53:33 +0800] "POST /project/Task?action=Gantt HTTP/1.1" 200 12227
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:53:33 +0800] "GET /project/bootstrap/css/bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:53:33 +0800] "GET /project/css/flat-ui.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:53:33 +0800] "GET /project/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:53:33 +0800] "GET /project/css/style.complete.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:53:33 +0800] "GET /project/css/myStyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:53:33 +0800] "GET /project/css/Gstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:53:33 +0800] "GET /project/js/jquery-1.8.3.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:53:33 +0800] "GET /project/js/jquery.ui.touch-punch.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:53:33 +0800] "GET /project/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:53:33 +0800] "GET /project/js/bootstrap-select.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:53:33 +0800] "GET /project/js/bootstrap-switch.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:53:33 +0800] "GET /project/js/flatui-checkbox.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:53:33 +0800] "GET /project/js/jquery-ui-1.10.3.custom.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:53:33 +0800] "GET /project/js/jquery.tagsinput.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:53:33 +0800] "GET /project/js/application.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:53:33 +0800] "GET /project/js/over.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:53:33 +0800] "GET /project/js/jquery.cookie.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:53:33 +0800] "GET /project/js/prettify.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:53:33 +0800] "GET /project/js/jquery.nivo.slider.pack.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:53:33 +0800] "GET /project/js/jquery.placeholder.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:53:33 +0800] "GET /project/js/jquery.fn.gantt.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:53:33 +0800] "GET /project/images/brush.svg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:53:33 +0800] "GET /project/images/hexagon.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:53:33 +0800] "GET /project/js/flatui-radio.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:53:33 +0800] "GET /project/images/searchIcon.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:53:34 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:53:47 +0800] "GET /project/Task?action=show&id=23 HTTP/1.1" 200 7128
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:53:47 +0800] "GET /project/css/flat-ui-pro.css.map HTTP/1.1" 404 1056
0:0:0:0:0:0:0:1 - - [15/Sep/2016:10:53:56 +0800] "POST /project/Task?action=edit&taskId=23 HTTP/1.1" 500 1556
